obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
e339e3f7cb54705d,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | (all permitclass),permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=(all); issueddate の年,permits,city,53,Seattle,,,,3755,,count,published_open_terms,3746,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。Building Permits (Seattle Department of Construction & Inspections) の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 9 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
d7f8197014e33351,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Industrial,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Industrial; issueddate の年,USD,city,53,Seattle,,,,51151938,USD,permit_valuation_total_usd,published_open_terms,53,合計に入れた件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。53 件の申告工事額(estprojectcost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 15802399 ドル(1 件、合計の 30.89%)。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
0ea58a1f3d2ce474,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Industrial,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Industrial; issueddate の年,USD per permit,city,53,Seattle,,,,100000,USD,permit_valuation_median_usd,published_open_terms,53,計算に使った件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。53 件の申告工事額(estprojectcost)の中央値(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
f52ac77356cb4dff,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Industrial,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Industrial; issueddate の年,USD per permit,city,53,Seattle,,,,40000,USD,permit_valuation_p25_usd,published_open_terms,53,計算に使った件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。53 件の申告工事額(estprojectcost)の25 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
7b55d6a788f91f2c,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Industrial,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Industrial; issueddate の年,USD per permit,city,53,Seattle,,,,500000,USD,permit_valuation_p75_usd,published_open_terms,53,計算に使った件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。53 件の申告工事額(estprojectcost)の75 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
70f1c88ff24888de,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Institutional,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Institutional; issueddate の年,permits,city,53,Seattle,,,,131,,count,published_open_terms,131,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。Building Permits (Seattle Department of Construction & Inspections) の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
fe527d0bfd4f8f67,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Institutional,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Institutional; issueddate の年,USD,city,53,Seattle,,,,109896780,USD,permit_valuation_total_usd,published_open_terms,131,合計に入れた件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。131 件の申告工事額(estprojectcost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 17600000 ドル(1 件、合計の 16.02%)。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
7bcea945fdc30053,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Institutional,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Institutional; issueddate の年,USD per permit,city,53,Seattle,,,,200000,USD,permit_valuation_median_usd,published_open_terms,131,計算に使った件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。131 件の申告工事額(estprojectcost)の中央値(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
9f707b9feb190357,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Institutional,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Institutional; issueddate の年,USD per permit,city,53,Seattle,,,,50000,USD,permit_valuation_p25_usd,published_open_terms,131,計算に使った件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。131 件の申告工事額(estprojectcost)の25 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
b87a58ea6f8b70a8,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Institutional,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Institutional; issueddate の年,USD per permit,city,53,Seattle,,,,571244,USD,permit_valuation_p75_usd,published_open_terms,131,計算に使った件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。131 件の申告工事額(estprojectcost)の75 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
4247ed6857897339,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Multifamily,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Multifamily; issueddate の年,permits,city,53,Seattle,,,,295,,count,published_open_terms,295,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。Building Permits (Seattle Department of Construction & Inspections) の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
8af274c2fe2845ec,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Multifamily,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Multifamily; issueddate の年,USD,city,53,Seattle,,,,114502859.55,USD,permit_valuation_total_usd,published_open_terms,295,合計に入れた件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。295 件の申告工事額(estprojectcost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 18366000 ドル(1 件、合計の 16.04%)。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
c3806a6d14e42a72,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Multifamily,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Multifamily; issueddate の年,USD per permit,city,53,Seattle,,,,75000,USD,permit_valuation_median_usd,published_open_terms,295,計算に使った件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。295 件の申告工事額(estprojectcost)の中央値(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
7d9b6ed0cf94e1c9,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Multifamily,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Multifamily; issueddate の年,USD per permit,city,53,Seattle,,,,24815.5,USD,permit_valuation_p25_usd,published_open_terms,295,計算に使った件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。295 件の申告工事額(estprojectcost)の25 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
2a13838acb1297fd,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Multifamily,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Multifamily; issueddate の年,USD per permit,city,53,Seattle,,,,250000,USD,permit_valuation_p75_usd,published_open_terms,295,計算に使った件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。295 件の申告工事額(estprojectcost)の75 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
c79c841e605d09f0,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Single Family/Duplex,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Single Family/Duplex; issueddate の年,permits,city,53,Seattle,,,,2579,,count,published_open_terms,2570,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。Building Permits (Seattle Department of Construction & Inspections) の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 9 件、10 億ドル以上 0 件。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
8f3ce6b551f72818,US,spending,Building / Addition/Alteration,Building / Addition/Alteration | Single Family/Duplex,permittypemapped=Building; permittypedesc=Addition/Alteration; permitclass=Single Family/Duplex; issueddate の年,USD,city,53,Seattle,,,,240421727.47,USD,permit_valuation_total_usd,published_open_terms,2570,合計に入れた件数,2023,,city-seattle-permits-76t5-zqzr,raw/city-seattle-permits-76t5-zqzr.hist.2023-2025.json(SoQL の group 集計の応答),https://data.seattle.gov/d/76t5-zqzr,OPEN-TERMS,,原本に無い値。2570 件の申告工事額(estprojectcost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 9 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 1500000 ドル(1 件、合計の 0.62%)。Census place GEOID 5363000。Seattle は issueddate の年で数えた。EstProjectCost は原本の説明で fair market value (parts plus labor) に基づく見積で、事業が変われば変わる。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
