obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
59f551674d100822,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | (all building_type),job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=(all); job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,permits,city,36,New York City,,,,335,,count,published_open_terms,333,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。DOB NOW: Build - Job Application Filings の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
c9f8a4ae70820d99,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 2 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=2 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,633431,USD,permit_valuation_median_usd,published_open_terms,74,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。74 件の申告工事額(initial_cost)の中央値(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
0b63d3fe79649812,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 2 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=2 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,294168.75,USD,permit_valuation_p25_usd,published_open_terms,74,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。74 件の申告工事額(initial_cost)の25 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
ac2863664cad0d85,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 2 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=2 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,1006811,USD,permit_valuation_p75_usd,published_open_terms,74,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。74 件の申告工事額(initial_cost)の75 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
d6a1b24037294889,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 3 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=3 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,permits,city,36,New York City,,,,6,,count,published_open_terms,6,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。DOB NOW: Build - Job Application Filings の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
75da9dd7fbc49b1b,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 3 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=3 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD,city,36,New York City,,,,7432833,USD,permit_valuation_total_usd,published_open_terms,6,合計に入れた件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。6 件の申告工事額(initial_cost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 1482257 ドル(1 件、合計の 19.94%)。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
5308256cdf247e7e,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | Other,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=Other; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,permits,city,36,New York City,,,,129,,count,published_open_terms,129,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。DOB NOW: Build - Job Application Filings の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
1340eeb72d9559eb,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | Other,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=Other; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD,city,36,New York City,,,,327146229.01,USD,permit_valuation_total_usd,published_open_terms,129,合計に入れた件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。129 件の申告工事額(initial_cost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 50660720 ドル(1 件、合計の 15.49%)。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
db9df62f12dbdee4,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | Other,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=Other; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,1332237,USD,permit_valuation_median_usd,published_open_terms,129,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。129 件の申告工事額(initial_cost)の中央値(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
abbe361ef0e4fc07,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | Other,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=Other; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,585300,USD,permit_valuation_p25_usd,published_open_terms,129,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。129 件の申告工事額(initial_cost)の25 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
240dc79b85f7d22a,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | Other,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=Other; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,1969585,USD,permit_valuation_p75_usd,published_open_terms,129,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。129 件の申告工事額(initial_cost)の75 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
37d0d2a3dda62427,US,spending,Alteration,Alteration | (all building_type),job_type=Alteration; building_type=(all); job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,permits,city,36,New York City,,,,65453,,count,published_open_terms,62744,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。DOB NOW: Build - Job Application Filings の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2709 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
